date,date,season,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,qbelo1_pre,qbelo2_pre,qb1_adj,qb2_adj,qbelo_prob1,qbelo_prob2,score1,score2,team_rating_correct,team_rating_accuracy,team_confidence_level,certainty_range
1950-09-29,1950-09-29,1950,NYY,DET,1345.455,1491.898,0.3848947208236474,0.6151052791763526,1345.48569303,1491.711107,5.1942,11.168025,0.377080367294,0.622919632706,44.0,21.0,0,Incorrect,23.0,10-25
1950-10-01,1950-10-01,1950,SF,LAR,1533.017,1557.993,0.5573457184812666,0.4426542815187334,1533.98418507,1558.76023309,5.610825,5.833575,0.553008773899,0.4469912261009999,14.0,35.0,0,Incorrect,11.5,10-25
1950-10-01,1950-10-01,1950,WSH,PIT,1445.325,1443.651,0.5947908303912846,0.4052091696087154,1443.71850954,1444.06937868,16.17165,-3.2835,0.606148988571,0.393851011429,7.0,26.0,0,Incorrect,19.0,10-25
1950-10-01,1950-10-01,1950,GB,CHI,1356.579,1668.528,0.1944182822135452,0.8055817177864547,1360.21063319,1667.62808331,-3.175425,0.9471,0.186558685348,0.813441314652,31.0,21.0,0,Incorrect,61.1,50-75
1950-10-01,1950-10-01,1950,CLE,NYG,1698.64,1494.118,0.8251293131231271,0.1748706868768729,1693.93409091,1493.9886024,8.262375,-2.706,0.801550866559,0.198449133441,0.0,6.0,0,Incorrect,65.0,50-75
1950-10-02,1950-10-02,1950,ARI,BCL,1518.962,1302.225,0.8350443986986259,0.1649556013013741,1514.68824675,1302.76086042,-17.89755,-3.6597,0.819381472003,0.1806185279969999,55.0,13.0,1,Correct,67.0,50-75
1950-10-07,1950-10-07,1950,PHI,LAR,1666.639,1593.087,0.6894543175343871,0.3105456824656128,1669.38246734,1593.53208086,-3.218325,6.42274875,0.702714601043,0.297285398957,56.0,20.0,1,Correct,37.9,25-50
1950-10-07,1950-10-07,1950,PIT,CLE,1480.402,1662.044,0.3381732836989964,0.6618267163010035,1481.66657648,1658.87443849,-0.0956175,2.53716375,0.328273282936,0.671726717064,17.0,30.0,1,Correct,32.4,25-50
1950-10-08,1950-10-08,1950,CHI,ARI,1625.009,1529.962,0.7153078505082332,0.2846921494917668,1623.48434217,1526.82581684,0.677985,-2.785695,0.716380879674,0.283619120326,27.0,6.0,1,Correct,43.1,25-50
1950-10-08,1950-10-08,1950,DET,SF,1451.298,1497.923,0.5264191230670906,0.4735808769329094,1450.48356908,1499.2123373,4.16026875,17.07877875,0.502460504971,0.4975394950289999,24.0,7.0,1,Correct,5.3,0-10
1950-10-08,1950-10-08,1950,GB,NYY,1400.098,1386.055,0.6118292888505762,0.3881707111494238,1404.35437434,1386.71323095,-7.12630875,14.2326525,0.587288795247,0.412711204753,31.0,44.0,0,Incorrect,22.400000000000002,10-25
1950-10-08,1950-10-08,1950,WSH,NYG,1408.575,1530.713,0.4185051870384148,0.5814948129615851,1406.12131174,1529.04825482,-14.77344,-2.2623975,0.387347344029,0.6126526559709999,17.0,21.0,1,Correct,16.3,10-25
1950-10-12,1950-10-12,1950,NYY,SF,1419.552,1470.773,0.5198191852306521,0.4801808147693479,1418.59920796,1470.47319007,16.881294375,10.1160283125,0.528594623433,0.471405376567,29.0,24.0,1,Correct,4.0,0-10
1950-10-15,1950-10-15,1950,CHI,GB,1641.415,1366.602,0.8761125281006933,0.1238874718993067,1639.82253053,1372.46839732,10.44044925,-11.7657643125,0.879497865747,0.120502134253,28.0,14.0,1,Correct,75.2,75-100
1950-10-15,1950-10-15,1950,BCL,PHI,1291.225,1687.737,0.1291678560749089,0.870832143925091,1290.62329033,1689.48631174,6.3022575,4.180242,0.146072506579,0.8539274934209999,14.0,24.0,1,Correct,74.2,50-75
1950-10-15,1950-10-15,1950,NYG,PIT,1543.844,1463.451,0.6978223327193818,0.3021776672806182,1541.08087397,1465.26712281,3.154003875,12.753274875,0.669288187689,0.330711812311,6.0,17.0,0,Incorrect,39.6,25-50
1950-10-15,1950-10-15,1950,DET,LAR,1478.448,1571.989,0.4590183423714195,0.5409816576285805,1479.22271632,1573.42823646,12.7823870625,-2.2640784375,0.46789383997,0.53210616003,28.0,30.0,1,Correct,8.200000000000001,0-10
1950-10-15,1950-10-15,1950,CLE,ARI,1678.995,1513.555,0.7902642987113531,0.2097357012886469,1675.27389216,1510.48762847,9.3848803125,-3.33017025,0.798795978121,0.201204021879,34.0,24.0,1,Correct,58.099999999999994,50-75
1950-10-19,1950-10-19,1950,NYY,GB,1436.652,1360.79,0.6922941947435325,0.3077058052564675,1435.34074047,1366.82727096,19.8046655812,-8.90992152188,0.717857691012,0.2821423089879999,35.0,17.0,1,Correct,38.5,25-50
1950-10-22,1950-10-22,1950,WSH,ARI,1395.445,1504.45,0.4370081905124514,0.5629918094875486,1394.08869259,1501.78570582,-8.615838,6.6864859875,0.449785874302,0.550214125698,28.0,38.0,1,Correct,12.6,10-25
1950-10-22,1950-10-22,1950,NYG,CLE,1506.709,1688.099,0.3384980281313144,0.6615019718686855,1505.8577683,1683.97581482,-1.53062311875,20.7844715719,0.304073095816,0.6959269041839999,17.0,13.0,0,Incorrect,32.300000000000004,25-50
1950-10-22,1950-10-22,1950,SF,DET,1453.673,1468.492,0.5717182572661501,0.4282817427338499,1453.73165756,1469.04538581,20.0969454469,11.7107862094,0.580501897247,0.419498102753,28.0,27.0,1,Correct,14.299999999999999,10-25
1950-10-22,1950-10-22,1950,PIT,PHI,1500.586,1693.121,0.3242845959680198,0.6757154040319802,1500.49022847,1695.63442563,14.8696162313,2.738745075,0.324988331127,0.675011668873,10.0,17.0,1,Correct,35.099999999999994,25-50
1950-10-22,1950-10-22,1950,LAR,BCL,1581.945,1285.841,0.8888138224517532,0.1111861775482467,1583.60556697,1284.47517643,4.20200993438,7.611701625,0.888595584645,0.111404415355,70.0,27.0,1,Correct,77.8,75-100
1950-10-29,1950-10-29,1950,CLE,PIT,1665.617,1487.838,0.8017945470990923,0.1982054529009077,1660.00778093,1487.71187217,15.9769320408,-21.6711666703,0.821680635059,0.1783193649409999,45.0,7.0,1,Correct,60.4,50-75
1950-10-29,1950-10-29,1950,PHI,WSH,1705.868,1374.898,0.9071553921218292,0.0928446078781707,1708.41278194,1372.85580025,5.88735670875,-0.7602507,0.907971375501,0.0920286244989999,35.0,3.0,1,Correct,81.39999999999999,75-100
1950-10-29,1950-10-29,1950,NYY,CHI,1453.682,1647.227,0.3230119062570012,0.6769880937429987,1450.81470609,1645.46365689,20.3930988422,20.7351098625,0.290656096149,0.709343903851,38.0,27.0,0,Incorrect,35.4,25-50
1950-10-29,1950-10-29,1950,LAR,DET,1589.174,1462.687,0.7506885210468404,0.2493114789531596,1590.84935545,1463.37534248,9.92722871766,11.2567382864,0.741392881249,0.2586071187509999,65.0,24.0,1,Correct,50.1,50-75
1950-10-29,1950-10-29,1950,ARI,NYG,1524.997,1529.191,0.5866242410109462,0.4133757589890537,1523.01859816,1529.82580219,12.2887222631,5.83071801469,0.590011687339,0.409988312661,17.0,3.0,1,Correct,17.299999999999997,10-25
1950-10-29,1950-10-29,1950,SF,BCL,1459.478,1278.613,0.8046025453314523,0.1953974546685477,1459.4017009,1277.23138796,26.2620114745,10.3329079012,0.819730398299,0.180269601701,17.0,14.0,1,Correct,60.9,50-75
1950-11-05,1950-11-05,1950,DET,CHI,1445.542,1611.494,0.3586734443170746,0.6413265556829253,1445.52786956,1607.53876393,8.50113506009,23.0628423259,0.333060774245,0.666939225755,21.0,35.0,1,Correct,28.299999999999997,25-50
1950-11-05,1950-11-05,1950,NYG,WSH,1507.405,1369.395,0.7628953930987187,0.2371046069012813,1508.24085017,1367.40540718,-1.20273752105,2.807995905,0.751904157547,0.2480958424529999,24.0,21.0,1,Correct,52.6,50-75
1950-11-05,1950-11-05,1950,BCL,GB,1273.74,1343.76,0.4927761419613048,0.5072238580386952,1272.76713607,1351.35330534,-6.82171869431,-6.44944734328,0.444168101103,0.555831898897,41.0,21.0,0,Incorrect,1.4000000000000001,0-10
1950-11-05,1950-11-05,1950,LAR,SF,1606.318,1464.351,0.7669909704249761,0.2330090295750239,1608.69682836,1463.86595278,30.2608453133,16.4887338183,0.780696821897,0.219303178103,28.0,21.0,1,Correct,53.400000000000006,50-75
1950-11-05,1950-11-05,1950,PHI,PIT,1711.37,1474.759,0.8502053409354574,0.1497946590645426,1713.86317501,1476.05271982,6.38292690956,-12.022796397,0.857840384768,0.142159615232,7.0,9.0,0,Incorrect,70.0,50-75
1950-11-05,1950-11-05,1950,ARI,CLE,1546.784,1678.696,0.4048790132099166,0.5951209867900833,1544.60355018,1671.66693328,-10.0171818625,24.0413822135,0.361124679933,0.638875320067,7.0,10.0,1,Correct,19.0,10-25
1950-11-12,1950-11-12,1950,NYG,ARI,1513.423,1535.89,0.5609059529611573,0.4390940470388427,1514.56576089,1535.02264006,-5.78417223349,9.31088087887,0.540255301051,0.459744698949,51.0,21.0,1,Correct,12.2,10-25
1950-11-12,1950-11-12,1950,CLE,SF,1689.591,1455.493,0.8483536585780569,0.1516463414219431,1681.2478434,1455.57650166,18.9868983721,12.0853624172,0.846216264633,0.1537837353669999,34.0,14.0,1,Correct,69.69999999999999,50-75
1950-11-12,1950-11-12,1950,PIT,BCL,1496.408,1304.696,0.8142329539304752,0.1857670460695247,1498.0191569,1307.22213206,6.95294699981,-5.15072031035,0.823778557165,0.1762214428349999,17.0,7.0,1,Correct,62.8,50-75
1950-11-12,1950-11-12,1950,CHI,NYY,1630.068,1489.415,0.7656364363265983,0.2343635636734017,1624.64001518,1488.73959905,31.2927188205,29.6712904811,0.735342118949,0.2646578810509999,28.0,20.0,1,Correct,53.1,50-75
1950-11-12,1950-11-12,1950,WSH,PHI,1363.377,1689.722,0.1817668121840681,0.8182331878159319,1361.08049646,1691.89673793,6.96261808275,-2.61602923199,0.17799851205,0.8220014879499999,0.0,33.0,1,Correct,63.6,50-75
1950-11-12,1950-11-12,1950,GB,LAR,1312.804,1615.176,0.2031983677651667,0.7968016322348332,1316.89830935,1616.98627949,-15.2811788866,22.2016167606,0.165629370568,0.834370629432,14.0,45.0,1,Correct,59.4,50-75
1950-11-19,1950-11-19,1950,BCL,NYG,1296.717,1543.008,0.2604569542014207,0.7395430457985793,1299.68833424,1545.7436333,-1.64219534983,1.75428541378,0.25696757086,0.74303242914,20.0,55.0,1,Correct,47.9,25-50
1950-11-19,1950-11-19,1950,DET,GB,1426.968,1300.091,0.751108451934116,0.2488915480658839,1428.42661831,1306.71759578,25.6671659993,-18.4683262641,0.805642377682,0.194357622318,24.0,21.0,1,Correct,50.2,50-75
1950-11-19,1950-11-19,1950,CHI,SF,1639.486,1447.365,0.8145888104863508,0.1854111895136492,1635.4018777,1447.32376583,26.4292882678,11.2841357694,0.821891877448,0.178108122552,17.0,0.0,1,Correct,62.9,50-75
1950-11-19,1950-11-19,1950,NYY,LAR,1479.996,1627.889,0.3829205008881614,0.6170794991118386,1477.97773653,1627.16699305,28.7916261047,-21.2599194083,0.45102937551,0.54897062449,35.0,43.0,1,Correct,23.400000000000002,10-25
1950-11-19,1950-11-19,1950,CLE,WSH,1697.719,1351.919,0.9140999014429246,0.0859000985570753,1689.50057923,1349.87990402,18.261396292,-4.03742692279,0.917372498549,0.0826275014509999,20.0,14.0,1,Correct,82.8,75-100
1950-11-19,1950-11-19,1950,PHI,ARI,1701.18,1506.305,0.8169712638178855,0.1830287361821144,1703.09733037,1503.84476765,1.75540558352,-10.8832125386,0.829830376168,0.1701696238319999,10.0,14.0,0,Incorrect,63.4,50-75
1950-11-23,1950-11-23,1950,ARI,PIT,1536.125,1504.386,0.6357290399466475,0.3642709600533524,1534.37571677,1505.55295472,9.48345952255,-14.8831607422,0.627404315174,0.372595684826,17.0,28.0,0,Incorrect,27.1,25-50
1950-11-23,1950-11-23,1950,DET,NYY,1433.315,1463.78,0.5495368211874172,0.4504631788125828,1433.27138481,1458.46033424,21.1914564839,20.8166064895,0.557575634988,0.442424365012,49.0,14.0,1,Correct,9.9,0-10
1950-11-26,1950-11-26,1950,CHI,LAR,1649.083,1644.105,0.5993663869711608,0.4006336130288391,1644.58855072,1646.68439534,20.9305428315,-16.0949136805,0.628011335051,0.3719886649489999,24.0,14.0,1,Correct,19.900000000000002,10-25
1950-11-26,1950-11-26,1950,NYG,PHI,1560.254,1671.36,0.434034899795345,0.5659651002046551,1562.73593285,1672.56638125,4.25083337708,2.74966132292,0.424329878365,0.575670121635,7.0,3.0,0,Incorrect,13.200000000000001,10-25
1950-11-26,1950-11-26,1950,WSH,BCL,1349.101,1279.472,0.684598654722419,0.315401345277581,1347.1777973,1282.6960347,2.86371939723,5.47220780886,0.674880158484,0.325119841516,38.0,28.0,1,Correct,36.9,25-50
1950-11-26,1950-11-26,1950,GB,SF,1293.744,1437.768,0.3881966868719376,0.6118033131280625,1301.87282929,1438.13709281,-17.3789883877,6.88342110496,0.362342104288,0.637657895712,25.0,21.0,0,Incorrect,22.400000000000002,10-25
1950-12-03,1950-12-03,1950,ARI,CHI,1503.077,1667.704,0.3604298155335727,0.6395701844664273,1501.85683214,1661.71992579,-6.2434244935,26.7222769677,0.318693652847,0.681306347153,20.0,10.0,0,Incorrect,27.900000000000002,25-50
1950-12-03,1950-12-03,1950,LAR,GB,1625.484,1314.171,0.8971758613147552,0.1028241386852447,1629.55302027,1323.35710369,-16.6220524829,-18.150399072,0.890678618523,0.1093213814769999,51.0,14.0,1,Correct,79.4,75-100
1950-12-03,1950-12-03,1950,BCL,DET,1265.218,1465.101,0.3150857200452929,0.6849142799547071,1267.95412892,1464.41129511,10.4569364438,26.9751931136,0.299052257039,0.700947742961,21.0,45.0,1,Correct,37.0,25-50
1950-12-03,1950-12-03,1950,PIT,WSH,1537.434,1363.355,0.7983879544519866,0.2016120455480133,1538.07183934,1361.91970308,7.15590523216,14.7238823071,0.784422696437,0.2155773035629999,7.0,24.0,0,Incorrect,59.699999999999996,50-75
1950-12-03,1950-12-03,1950,NYG,NYY,1578.862,1431.994,0.7719949527257407,0.2280050472742593,1581.72336031,1427.32042394,-5.14106542314,12.7474382136,0.761334590412,0.2386654095879999,51.0,7.0,1,Correct,54.400000000000006,50-75
1950-12-03,1950-12-03,1950,CLE,PHI,1700.536,1652.752,0.656838477616435,0.343161522383565,1692.20268595,1653.57895379,11.9631377252,0.718795416827,0.680456248097,0.319543751903,13.0,7.0,1,Correct,31.4,25-50
1950-12-10,1950-12-10,1950,WSH,CLE,1415.135,1713.24,0.2072043083556372,0.7927956916443628,1412.41522494,1703.93830882,-18.5683691982,8.49035067576,0.180922587486,0.819077412514,21.0,45.0,1,Correct,58.599999999999994,50-75
1950-12-10,1950-12-10,1950,PIT,ARI,1485.654,1535.204,0.5222196930275792,0.4777803069724208,1487.57631749,1536.61622533,-0.666961003162,5.36797492479,0.510445950401,0.4895540495989999,28.0,7.0,1,Correct,4.3999999999999995,0-10
1950-12-10,1950-12-10,1950,PHI,NYG,1640.049,1594.696,0.6536773286765426,0.3463226713234574,1641.84333092,1598.36903214,-4.48751900621,6.39795847847,0.623907302337,0.376092697663,7.0,9.0,0,Incorrect,30.7,25-50
1950-12-10,1950-12-10,1950,CHI,DET,1635.577,1484.214,0.7765174094201462,0.2234825905798537,1626.9605326,1482.45021116,23.0728933547,32.331331686,0.750378519261,0.249621480739,6.0,3.0,1,Correct,55.300000000000004,50-75
1950-12-10,1950-12-10,1950,NYY,BCL,1416.16,1246.105,0.7946335870315718,0.2053664129684281,1410.67475211,1249.91521287,5.55915897196,-9.06208508617,0.799591473065,0.200408526935,51.0,14.0,1,Correct,58.9,50-75
1950-12-10,1950-12-10,1950,SF,GB,1417.341,1307.783,0.7320084527875347,0.2679915472124653,1416.6528184,1316.53396451,4.92305296203,-18.2140954332,0.770702622356,0.229297377644,30.0,14.0,1,Correct,46.400000000000006,25-50
1950-12-17,1950-12-17,1950,CLE,NYG,1725.302,1609.817,0.7386483563366201,0.2613516436633799,1714.34476665,1612.64839743,24.3006212787,10.1544514977,0.766952608992,0.2330473910079999,8.0,3.0,1,Correct,47.699999999999996,25-50
1950-12-17,1950-12-17,1950,LAR,CHI,1631.872,1641.218,0.5794144644492732,0.4205855355507267,1636.37615945,1633.32811098,6.98332084918,15.1881605477,0.62813415721,0.37186584279,24.0,14.0,1,Correct,15.9,10-25
1950-12-24,1950-12-24,1950,CLE,LAR,1733.957,1651.544,0.7002686430965485,0.2997313569034515,1721.9780823,1653.50119538,23.1515468386,-4.37420776894,0.742051262439,0.257948737561,30.0,28.0,1,Correct,40.1,25-50
1951-09-28,1951-09-28,1951,LAR,NYY,1598.581,1454.772,0.7688805992780859,0.231119400721914,1600.51330547,1450.87910783,-2.89611981662,-10.8647914827,0.782688864228,0.217311135772,54.0,14.0,1,Correct,53.800000000000004,50-75
1951-09-30,1951-09-30,1951,SF,CLE,1455.94,1661.753,0.3077658951882353,0.6922341048117647,1454.00712722,1653.13954632,1.4775672151,10.8804390141,0.302800996,0.697199004,24.0,10.0,0,Incorrect,38.4,25-50
1951-09-30,1951-09-30,1951,GB,CHI,1364.142,1582.697,0.2923632967957988,0.7076367032042011,1371.45072806,1579.13538337,-3.86267226938,1.61174980711,0.287777662636,0.712222337364,20.0,31.0,1,Correct,41.5,25-50
1951-09-30,1951-09-30,1951,DET,WSH,1487.382,1437.049,0.6601381940940819,0.3398618059059181,1485.72175518,1436.33917808,5.59723014624,-7.60440650514,0.665104074425,0.334895925575,35.0,17.0,1,Correct,32.0,25-50
1951-09-30,1951-09-30,1951,ARI,PHI,1505.582,1584.952,0.4793316918060217,0.5206683081939782,1505.96741222,1586.70931042,-7.71186400473,-9.57022021275,0.477662810866,0.5223371891340001,14.0,17.0,1,Correct,4.1000000000000005,0-10
1951-10-01,1951-10-01,1951,PIT,NYG,1511.656,1569.108,0.5108607365795617,0.4891392634204383,1513.494283,1571.67672118,-3.03758515409,-5.80465744528,0.501202429383,0.498797570617,13.0,13.0,0,Incorrect,2.1999999999999997,0-10
1951-10-06,1951-10-06,1951,PHI,SF,1598.155,1495.996,0.7235709770716136,0.2764290229283864,1599.86009227,1494.43016187,-9.32196119165,3.60044616215,0.712415379671,0.287584620329,21.0,14.0,1,Correct,44.7,25-50
1951-10-07,1951-10-07,1951,WSH,NYG,1418.032,1569.439,0.3781521842105732,0.6218478157894267,1417.63113274,1571.71339344,-4.19229638265,5.81115599263,0.349011773314,0.650988226686,14.0,35.0,1,Correct,24.4,10-25
1951-10-07,1951-10-07,1951,LAR,CLE,1614.259,1621.697,0.5820886696507351,0.4179113303492648,1615.17027845,1612.71651166,23.3680261263,12.0692137381,0.600387141836,0.399612858164,23.0,38.0,0,Incorrect,16.400000000000002,10-25
1951-10-07,1951-10-07,1951,GB,PIT,1350.56,1511.325,0.3655703537102961,0.6344296462897039,1358.10377156,1513.45761073,-0.368253208252,-23.6501241953,0.393595692703,0.606404307297,35.0,33.0,0,Incorrect,26.900000000000002,25-50
1951-10-07,1951-10-07,1951,ARI,CHI,1492.379,1596.279,0.4442511568163945,0.5557488431836055,1492.81663036,1592.48233987,3.25374854489,-46.1516923198,0.515222459412,0.484777540588,28.0,14.0,0,Incorrect,11.1,10-25
1951-10-08,1951-10-08,1951,DET,NYY,1506.399,1439.095,0.6817016710603194,0.3182983289396806,1504.42980052,1436.22213485,25.0915367812,-10.3217087628,0.725251028508,0.2747489714919999,37.0,10.0,1,Correct,36.3,25-50
1951-10-14,1951-10-14,1951,CHI,NYY,1565.637,1419.086,0.7716735945373817,0.2283264054626183,1566.35197574,1419.21524728,10.6954906411,-14.4775708472,0.79674364494,0.2032563550599999,24.0,21.0,1,Correct,54.300000000000004,50-75
1951-10-14,1951-10-14,1951,CLE,WSH,1654.842,1395.538,0.8660926666905595,0.1339073333094405,1647.11474025,1397.06717289,10.7580394245,-1.74465408598,0.862374774857,0.137625225143,45.0,0.0,1,Correct,73.2,50-75
1951-10-14,1951-10-14,1951,GB,PHI,1365.135,1608.84,0.2633345314962016,0.7366654685037983,1371.89864748,1611.0209433,10.5549475804,-0.896324990019,0.273464895691,0.726535104309,37.0,24.0,0,Incorrect,47.3,25-50
1951-10-14,1951-10-14,1951,PIT,SF,1496.751,1485.312,0.6082633804933469,0.391736619506653,1499.66273481,1483.26931084,-6.19747870923,0.405724452685,0.604685391464,0.395314608536,24.0,28.0,0,Incorrect,21.7,10-25
1951-10-14,1951-10-14,1951,DET,LAR,1526.408,1581.114,0.514809923471017,0.485190076528983,1521.43668808,1580.77204987,27.2525061207,-30.9143056584,0.579409022938,0.420590977062,21.0,27.0,0,Incorrect,3.0,0-10
1951-10-14,1951-10-14,1951,NYG,ARI,1591.933,1523.02,0.6837080228260631,0.3162919771739368,1592.27735329,1518.94699448,10.0240108596,-13.9612239684,0.716307255504,0.283692744496,28.0,17.0,1,Correct,36.7,25-50
1951-10-21,1951-10-21,1951,DET,NYY,1506.278,1413.31,0.712864453827537,0.2871355461724629,1498.30192449,1414.12848393,12.195788584,0.235765791771,0.716579751859,0.283420248141,24.0,24.0,0,Incorrect,42.6,25-50
1951-10-21,1951-10-21,1951,WSH,ARI,1386.601,1508.203,0.4192562494880771,0.5807437505119228,1387.86263769,1505.80887192,19.6452899891,-10.9749385563,0.465033358203,0.534966641797,7.0,3.0,0,Incorrect,16.1,10-25
1951-10-21,1951-10-21,1951,NYG,PHI,1606.75,1566.52,0.6469712988911107,0.3530287011088893,1605.41547585,1569.46751356,-2.5692328919,-6.89973690995,0.634235652209,0.365764347791,26.0,24.0,1,Correct,29.4,25-50
1951-10-21,1951-10-21,1951,GB,LAR,1407.454,1601.244,0.3227035783182002,0.6772964216817998,1413.45207723,1603.90681346,12.3204825133,-20.4400042845,0.358593805996,0.641406194004,0.0,28.0,1,Correct,35.5,25-50
1951-10-21,1951-10-21,1951,CHI,SF,1571.412,1505.596,0.6798401791934702,0.3201598208065298,1571.43873909,1503.40930515,13.6616409769,3.8313991074,0.691590853393,0.308409146607,13.0,7.0,1,Correct,36.0,25-50
1951-10-21,1951-10-21,1951,CLE,PIT,1663.778,1476.467,0.8103704210805721,0.1896295789194279,1656.31927545,1479.52274051,11.0647612288,-33.9022195511,0.831432552567,0.168567447433,17.0,0.0,1,Correct,62.1,50-75
1951-10-28,1951-10-28,1951,DET,CHI,1499.786,1583.173,0.4735636557902109,0.526436344209789,1491.69657213,1582.72196428,10.3267567548,-50.2603735266,0.53664490963,0.46335509037,23.0,28.0,1,Correct,5.3,0-10
1951-10-28,1951-10-28,1951,SF,LAR,1493.835,1621.775,0.4104000683899435,0.5895999316100564,1492.12607996,1626.99648854,3.07978064934,-19.8018967078,0.42851330677,0.57148669323,44.0,17.0,0,Incorrect,17.9,10-25
1951-10-28,1951-10-28,1951,PHI,WSH,1559.117,1405.788,0.7784752283489693,0.2215247716510306,1561.76560151,1405.2751721,-6.20850837519,18.475873083,0.746108084413,0.2538919155869999,23.0,27.0,0,Incorrect,55.7,50-75
1951-10-28,1951-10-28,1951,ARI,PIT,1489.016,1466.633,0.6231680710084196,0.3768319289915803,1488.39633751,1470.86877257,-9.3385862673,-0.161474395883,0.600343182507,0.3996568174929999,14.0,28.0,0,Incorrect,24.6,10-25
1951-10-28,1951-10-28,1951,NYY,GB,1419.802,1386.923,0.6372473796081074,0.3627526203918926,1420.73383628,1390.36240215,7.52727427482,9.02772151532,0.63189728421,0.36810271579,27.0,29.0,0,Incorrect,27.400000000000002,25-50
1951-10-28,1951-10-28,1951,CLE,NYG,1673.613,1614.153,0.6718246614438471,0.3281753385561529,1664.97324339,1613.1173879,3.84728937952,-2.47824781409,0.65942399747,0.34057600253,14.0,13.0,1,Correct,34.4,25-50
1951-11-04,1951-11-04,1951,ARI,CLE,1453.869,1677.918,0.2858635112765018,0.7141364887234982,1454.8017707,1669.46051551,-6.31063045113,6.93860514737,0.27789296446,0.72210703554,17.0,34.0,1,Correct,42.8,25-50
1951-11-04,1951-11-04,1951,GB,DET,1401.577,1482.957,0.4764447345548022,0.5235552654451978,1404.86542887,1472.24020151,1.7521938013,13.422659779,0.467129915583,0.532870084417,17.0,24.0,1,Correct,4.7,0-10
1951-11-04,1951-11-04,1951,LAR,SF,1581.324,1534.285,0.6558711787347462,0.3441288212652538,1588.02424883,1531.09831968,-21.9268698804,8.67744009588,0.624398247895,0.375601752105,23.0,16.0,1,Correct,31.2,25-50
1951-11-04,1951-11-04,1951,NYG,NYY,1609.847,1405.149,0.8252754515158532,0.1747245484841467,1608.63011578,1406.23080957,2.43676780504,17.9626945489,0.809983000659,0.190016999341,37.0,31.0,1,Correct,65.10000000000001,50-75
